Class Index,Class Name,Question Title,Question Content
3,Science & Mathematics,How Do I Know That The Color I See Is The Same As The Color You See?,How can I be sure that the colors I see around me are the same colors that you are seeing.  Could it be through learning that we define an individual color??\n\nSuch as; both of us see the color of grass as green.  How do we know we are both seeing the same color or through learning I am calling it green and it might be what you would call red?
1,Sports,Does Dany Heatley have a girlfriend?,How long have they been together?
1,Sports,"What is the salary of professional sports referee, such as NBA, NFL, NHL, and MLB?",Also I would like to know how you go about applying for those jobs. thanks!
1,Sports,Will Antonio Davis suspended by the NBA?,Possibly yes. I heard that he was going up to the seats that he thinks his wife was threathening.
1,Sports,Are you indecently exposing yourself if you're naked in a park and there's is no one around to see you?,"Is this a law violation, I mean, if there's no one around to see you."
0,Health,a diet for reduce hips??,"I'M 19 YEARS OLD.. AND I WANT TO REDUCE A LITTLE MY HIPS, THEY ARE A PROBLEM FOR ME WHEN A I WHANT TO BUY SOME NEW JEANS..."
0,Health,How to get in shape/lose weight for upcoming Wedding?,"I will admit, I am a 29 year old, 5 foot tall woman, who is 207 pounds.  I am pretty out of shape.  Well I am getting married in May!  I would love to lose weight and get in shape, I want to look great for my wedding.  Where do I start to get in shape?  I don't have a lot of money, but I want to try as much as I can to lose as much as I can till my wedding day.\n\nIs there any right way of what I should do?  I get so confused with all these books, diet pills, etc.  Any advice out there?"
2,Entertainment & Music,How do directors shoot film sequences in movies where a car goes in the opposite direction of the traffic?,"Most of the sequence seem to happen on familiar, busy and heavily trafficked highways.  Do film units shut down the highway completely?  Is it happening in a studio set?  I wonder..."
1,Sports,who will win between the hawks and the clawing panthers?,"hangtime starts at 6:30 pm, have fun!"
3,Science & Mathematics,Will we ever evolve to Homo sapiens futuria as it has been predicted?,Is nature that predictable
2,Entertainment & Music,"Chuck Norris is the baddest man on the planet... nay, the UNIVERSE. What is your best Chuck Norris story?","Chuck Norris kicks SO much a$$ that when a stand in stunt double was going to give him a much needed respite, Chuck gave him a round house kick to the left temple, and completed his decimation of the entire village ne'er-do-wells."
0,Health,I broke thermometer and got mercury on my hands. How much can get on one's skin before affecting one's health?,I didn't get sick (yet).  Just curious about how much would be too much.
2,Entertainment & Music,"How far away from the continuity of the comic books has the TV series ""Smallville"" gone?","Sure, there's some basic elements that seem to be the same, but what ""serious"" changes have been made for the TV series that aren't in the comics (or come ""later"" in the comic continuity)?"
0,Health,Is 40 to young to begin menopause?,"Infertility problems caused me to not be able to have children, not out of the question - I have only had around a 10-15% chance since I was 26.  My last menstural cycle began Nov 29, lasted around 4 days, and have not had one since.  My period is rarely off the schedule, so this is odd for me."
3,Science & Mathematics,How many times has earth slowed down?,We are adjusting the time cause they say the earth spin is slowing. To me that means we have always been slowing. What was the original length of the day? Is this being figured in to our carbon dating? etc.
2,Entertainment & Music,some doughnuts?,"a man walking by a supermarket sees that they're selling doughnuts at five dollars a dozen- with flawless arithmetic he realizes if he sold those same doughnuts at thirty cents each, he'd be a millionaire in no time.\n\nhows that?"
1,Sports,what are good exercises before a basketball game?,I have shin splints and I wanted to know if there were any exercises I could use. Other than the ones I have been using.
1,Sports,Have you ever TP'd (toilet papered) a house? Do tell!?,"My neighbors two houses down got it soooooo bad new years eve. Made me just laugh........until it stormed and the wind blew it all in my yard and then the rain made it stick. Yes, God was getting me back for all those times in High School!\n\nSo have you got any good Toilet Papering stories to tell?"
3,Science & Mathematics,"If the universe is intelligently designed, why are asteroids so stupidly helpless?",They're out there just bumping into one another!
0,Health,"After taking a laxative, how long does it take to stop having a bowel movement?",I took Correctol at 8pm last night. I have been having a bowel movement all day and it is 2:30pm.
1,Sports,"How many more morons are going to ask ""Who's gonna win the Super Bowl?"" before next Sunday?","(I wonder how many more will still be asking a week from Monday?) This has officially overtaken ""Why is the sky blue"" as the question of the month."
3,Science & Mathematics,How many glass bottles do I need to make a glass music instrument that covers two octaves?,How much water do i have to put in each bottle to make the two octaves with sharps and flats? What's the best kind of way to make a leak-proof cover for the bottles? What size should the bottles be?
3,Science & Mathematics,chemistry help?,any help out there?
2,Entertainment & Music,where can I find the sond stickwitu?,by the pussycatdolls
1,Sports,the superbowl!!!!?,who do you think will win?
3,Science & Mathematics,why can we easily tear papers from top to down?,"I was wondering why can we easily tear papers from top to down, but cannot do it from left and right sides to the other direction? 8-|"
1,Sports,Which NCAA basketball coach do you want?,"First, tell me who is your favorite NCAA basketball team. Then tell me, if your team's coach left tomorrow, and you could replace him with any other NCAA basketball coach in the land, who would it be and why?"
3,Science & Mathematics,The surface gravity of pluto is the weakest of the nine planets because pluto?,which is the correct answer from these options\na)has the lowest temperature\nb)has the smallest mass\nc)rotates the slowest\nd)is farthest from the sun
2,Entertainment & Music,HERE'S ANOTHER ONE?,I went into the woods and got it. I sat down to seek it. I brought it home with me because I couldn't find it. What is it?
3,Science & Mathematics,why is the sky blue?,"Space is black and the sun is like yellowish-orangish, so why blue, or sometimes gray"
1,Sports,soccer instructions?,just how to play please
2,Entertainment & Music,who was a bigger icon...John Lennon or Jimi Hendrix ?,Vote your fave. 60's rocker?
0,Health,Does beauty sleep really work?,Sometimes the bags under my eyes get bigger with more sleep...
0,Health,"I have been poisoned with Baytril from Bayer Corp.,What can I do to correct this wrongdoing?","I was given Baytril,1800mgs.,by a vet& his daughter. I have suffered tremendously over the last 14 years with many health issues & near death experiences and the people responsible for my problems are still free to do this to others. This is the problem that I need advice on as I feel that this action can and probably has happened over again and needs to be investigated. Please advise me on what I need to do to resolve this unresolved problem. THANK YOU, Reed3"
