Category,label,Description
Books,0,"Family Store Printed Designer Wire Bound Ruled Paper Sheets (300 Pages) Personal And Office Stationary Notebooks & Diary Notebooks for the love of writing. Beautiful designs outside, matte finish sheets inside.Write, draw, work, whatever you do, you will never forget to leave your beloved notebook behind. This notebook combines utility with style. Size: A4 No. of pages: 500Cover: Multi color with matte lamination Inside: 80 gsm super high quality sheets."
Electronics,2,"10x Computer Motherboard Power Cable Switch on/off/Reset Button Replacement Description: p>Replace a broken power switch cable or design your own case mod with this on/off switch cableFits onto your motherboard's power switch and reset keyGreat item for case mods and on/off buttons. Wire length: approx. 45cm/17. 7 inchUsage: on/off switch port connected the panel, and then you can use itIt can be use as reset key in other situationPackage includes: p>10 x power reset button cable."
Electronics,2,"Quantum QHM6056B Thin Client (Black) Sl, microphone - condenser type, cord length - 6 feet (1.6m), cable length - 6 feet (1.6m), connector - 3.5mm stereo plugx18."
Household,3,MBTC Octave Office Executive Visitor Chair in Black ❖BONDED LEATHER OFFICE CHAIR: This executive chair upholstered in bonded leather which provide ultimate comfort sitting experience. The high back design gives you maximum lumbar support for comfort and convenience. The chair has soft padding and waterfall seat edge for less pressure on the back of your legs so you can stay comfortable even when you have to sit down for hours
Electronics,2,"APC BX600C-IN 600VA, 230V Back UPS Battery backup and surge protector for electronics and computers. The Back-UPS battery backup offers guaranteed power and surge protection for wireless networks, computers, gaming consoles and other electronics in your home or business. Models supply battery backup during outages and unsafe voltage fluctuations, as well as provide protection from damaging surges and spikes. They're available in tower or floor styles and together with a variety of standard features, they are the perfect choice to protect your data and keep you connected"
Household,3,Fursure Upholstered 5 Seater Sofa Set (Brown) (3+1+1) Modern Style & BMW Fabric Material Size:Standard                                                                                 |                            Color:Brown   Assembly Required: DIY. Seater 5 Seater. Package Include - One 3 Seater + Two 1 Seater. Cushions are not included in it.
Books,0,"MONEY Master the Game: 7 Simple Steps to Financial Freedom About the Author Tony Robbins is a philanthropist and #1 New York Times bestselling author. He lives in Palm Beach, Florida."
Clothing & Accessories,1,Galiva Boys' Cotton Extra Soft Low Cut Cushion Socks - 3 Pairs
Electronics,2,Nandhi Universal Black Sporty Car Antenna Car Antenna Will Fit For All Your Cars And Suv For Better And Sporty Look'S Stylish Embossed Full Metal Antenna For Your Cars And Suv Adjustable Up To 180° And Also This Has Allen Key For Easy Installation So You Can Do It Yourself (Diy). And This Sporty Antenna Can Be Install For Bonnet Or Boot Door (As You Like)
Electronics,2,TP-LINK Archer T1U Wireless AC450 Nano USB Adapter Style name:AC450   AC450 Wireless Nano USB Adapte
Books,0,International Organization and Bilateral Relations for UPSC and State Civil Services Examinations About the Author PrepMate.
Clothing & Accessories,1,SR Kids Wear Boy's Cotton Ribbed Neck T-Shirt - (Pack of 6)
Books,0,"A Century is not Enough: My Roller-coaster Ride to Success About the Author Sourav Ganguly is a former Indian cricketer and former captain of the Indian team. In 2002, the Wisden Cricketers' Almanack ranked him the sixth greatest ODI batsman of all time. He is one of the only three players, in Indian cricket history, to have played more than 100 tests and more than 300 ODI. Sourav Ganguly currently heads the Cricket Association of Bengal. A Padmashree Award winner, Sourav was awarded the Banga Bibhushan Award in 2013. This is his first book, co-written with Gautam Bhattacharya."
Clothing & Accessories,1,BabyGo 4Pcs/Set Princess Hair Accessories Crown Wig Magic Wand Glove for Kids Girl Party BabyGo 4Pcs/set Princess Hair Accessories Crown Wig Magic Wand Glove for Kids Girl Party
Electronics,2,NISUN External Optical Drive USB 2.0 CD/DVD-RW(Read-Write) Drive for Laptop and Desktop PC -Black
Electronics,2,TP-Link Archer T2UH AC600 High Gain Wireless Dual Band USB Adapter Style name:AC600-High Gain   Wireless AC600 HG DB USB Adapt
Household,3,"Artesia Handcrafted 4 Panel White Wooden Room Partition/Divider Handmade by skilled craftsmen with traditional antique style burnt wood finish (hand buffing). Size: 72 (Height) x 72 (Front length) in inches approx. 4-panels, each panel is 72 x 18 inches. Can be customized as per required size as we are the manufacturers. Please note that the size and color of the unit may vary slightly as this is a handcrafted unit."
Electronics,2,ASUS EX-A320M Gaming AMD Motherboard CPU AMD AM4 Socket for AMD Ryzen/ AMD Ryzen 2nd Generation/Ryzen with Radeon Vega Graphics/Ryzen 1st Generation/7th Generation A-series/Athlon X4/Athlon Processors Supports CPU up to 8 cores. The maximum memory frequency supported varies by processor Graphic Integrated Graphics in the AMD Ryzen with Radeon Vega Graphics/ 7th Generation A-Series APU Multi-VGA output support: HDMI/DVI-D ports - Supports HDMI with max. Resolution 4096 x 2160 @ 24 Hz - Supports DVI-D with max. Resolution 1920 x 1200 @ 60 Hz Maximum shared memory of 2048 MB (for iGPU ).
Electronics,2,"IJARP 3D Printer Mini External Memory Card Module with Connector Cable for SD Card Description:3D printer parts SD expansion module connecting cableIt can be connected independently to solve the problem of changing the installation position of the SD card slot of the machine because of the fixing of the main board.Also, U disk can handle this by lengthening USB.3D printer SD external card slot 2.8-inch Suitable for 3D PrinterBrand new and high qualitySpecification:Color: BlackMaterial: PCBSize: approx. 4.5*4.7*0.5 cmPackage Includes:1x 3D Printer Card Module for SD Card1x Cable"
Household,3,"Royaloak Airport Three Seater Chair (White and Silver) This Royal Oak visitor chair is made of metal and has a chrome finish. The three seater visitor chair will make for a good addition to your office. The chair has a comfortable design, solid build and superb value."
Books,0,"McGraw-Hill's LSAT Logic Flashcards About the Author Grupo SM is the third-largest educational publisher in the Spanish-speaking world. They have sold more than 25 million books worldwide, including primary and seconary textbooks, children's and teen literature, and reference books."
Household,3,Usha Striker Galaxy 1200mm 80-watt Goodbye Dust Ceiling Fan with Anti Dust Feature (Bright Gold) Usha striker galaxy goodbye dust ceiling fan comes with hydrophobic feature (water resistant) and oleo phobic property (oil resistant ) which attracts lesser dust . Additional feature is that it is easy to clean and required less frequent cleaning. Therefore it improves overall hygiene. This provides new look to the fan with every clean.
Clothing & Accessories,1,Cherokee by Unlimited Boys' Regular Fit Jumpsuit Cherokee apparel junior dungaree. It is made of 100% cotton twill fabric with solid pattern.
Household,3,Shubhkart Pure Desi Ghee Wicks (100 Wicks)
Household,3,"Italica Furniture - Armchair and Table Combo - Indoor and Outdoor Furniture Set  (9408 & 9503, Brown, Set of 4 Chairs)"
Household,3,"Forzza Regina Bookshelf Tallisa Oak,Dark Oak Color:Dark Oak   The Regina bookshelf is made in high quality engineered wood. The classic design and form ensures that it can be placed in any foyer or room. Its sheer elegance will ensure that you never regret your purchase. Available in two other colors."
Electronics,2,"APC UPS Model: BR1000G-IN 1 KVA Battery Backup APC BR1000G power saving Back UPS RS system (output power capacity: 1000VA/600W, 8 outlets-4 UPS."
Electronics,2,10 PACK Black Printer Ribbon for EPSON ERC-09B 10 PACK Black Printer Ribbon for EPSON ERC-09B
Electronics,2,"Circle Stay Cool CG-12 120MM Red LED Case Cabinet Fan Colour:Red   Voltage: 12V(Dc) Current (Amphere): 0.15+10%A Input (Watt): 1.8 ± 10%W R.P.M: 2000Rpm ± 10% Air Flow: 90Cfm Air Pressure: 3.04Mm H2O Noise: 19 Dba Weight: 163G Bearing Type: Hydraulic Long-Life Sleeve Fan Life Expectancy: 50,000 Hours Connector: 4-Pin And 3-Pin Shock Proof /Screws: 4Pcs Led Number: 4Led Dimension: 120X120X25mm."
Clothing & Accessories,1,"Country Kids Little Girls' Organic Ped 3 Pair TeeHee Socks is proud to provide for all your sock needs! We work with mostly cotton in order to keep our socks soft and warm for all seasons. If you have any problems with our socks, please let us know and we would be happy to work with you to resolve the problem. We hope you enjoy your purchase!"
Books,0,Operating Systems: Design And Implementation (With Cd) gg
Books,0,GATE 2019: Electrical Engineering - Previous Solved Papers 
Household,3,"Craftatoz Mango Wood Coffee and Centre Table, 15x15x15 Inches (Black) Craftatoz Mango Wood Coffee and Centre Table, 15x15x15 Inches, comes in Black colour."
Books,0,Our Mathematical Universe: My Quest for the Ultimate Nature of Reality
Electronics,2,"HP 20-c417in AIO 2018 19.5-inch All-in-One Desktop (Celeron J4005/4GB/1TB/Windows 10/Integrated Graphics), Black Whether your family is looking to surf, stream or tackle that next big assignment, this budget friendly All-in-One has been redesigned to give everyone what they need. A splash of color and reliable, trusted performance make this the perfect living room go-to."
Books,0,Success Through a Positive Mental Attitude 
Electronics,2,"Antec Cpu Cooler Fan Compatible With: Intel Socket Lga 775/1150/1155/1156, Amd Socket Fm1/Fm2/Am3+/Am3/Am2+/Am2 Antec Cpu Cooler Fan Compatible With: Intel Socket Lga 775/1150/1155/1156, Amd Socket Fm1/Fm2/Am3+/Am3/Am2+/Am2. Seamless Heat Pipe Fitting Cpu Technology, 9Cm High Quality Led Fan, 43*86Mm Over Sized Cooling Area And Adopt High Quality Heat Pipe For Stronger Heat Dissipation. Cpu Cooler Size: 116*80.6*122.5Mm Textures: 2*6Mm High Efficiency Copper Heat Pipe + Aluminum Fins. 1750Rpm ±10% . 36Cfm."
Electronics,2,ASUS Cerberus GeForce GTX 1050 Ti 4GB OC Edition GDDR5 Gaming Graphics Card (Cerberus-GTX1050Ti-O4G) Size name:GTX 1050 TI                                                                                 |                            Style name:CERBERUS GTX 1050 Ti 4GB OC   ASUS Cerberus GeForce GTX 1050 Ti OC Edition 4GB GDDR5 with rigorous testing for enhanced reliability and performance.
