Category,label,Description
Household,3,"AAI Heavy-duty Stainless Steel Connection Pipe, 18-inch - Set of 2 AAI brings to you a unique selection of bathroom gadgets and accessories to make your everyday life simple and easy. Our extensive range of bathroom accessories and related products helps conserve resources that saves your time, effort & range. Bring home these innovative gadgets to enjoy the luxury of 'good living' & designing your lifestyle."
Books,0,Word Power Made Easy: The Complete Handbook for Building a Superior Vocabulary 
Clothing & Accessories,1,"Crasta Retail Men's Cotton Dhoti Lungis and Mundus with Golden Border (2 m, Off-White) Stay relaxed wearing this cotton lungi from the house It is pure cotton, very soft and skin friendly. It is very durable and long lasting. The color stays intact for years and the performance is always the best. Furthermore, it is recommended to be kept away from extreme heat, fire and corrosive liquids to avoid any form of damage. Disclaimer: Wash dark color fabric separately."
Household,3,"Phoneix 1 mm Elastic Cord Thread Beading String Cords, 100 Meters, White Color Name:White   Specifications:  Material: stretchy elastic cord covered with fabric Quantity: 1 Weight: 70 g Length: 100 meters/ 109 yards; Diameter: 1 mm Color: black  Package included: 1 x Roll of elastic beading thread"
Clothing & Accessories,1,AJ DEZINES Khadi Kid's Party Wear Suit Set
Clothing & Accessories,1,ISAKAA 6 Baby Cotton Pajamas and Pants Refresh your babies clothing with the awesome collection of Colorful Pajamas from ISAKAA. These Pajamas are made of cotton and suitable for both boy and girl babies. The feel of the fabric keeps your baby comfortable in all the seasons. This product is made from cotton and finished in an attractive set of colors. It features a Capri Round Bottom. Normal hand wash or machine wash for best results.
Clothing & Accessories,1,Royal Men's Silk Blend Dhoti & Kurta Set_Gold Looking for an outfit?Here's the best you can get .These specially designed products from Royal Kurta are the answer for your all time festive questions.Being India's largest ethnic wear brand we consider providing unique desgins unmatchable comfort and Customised fits.
Household,3,Jay Shubham Threads Polyester Sewing Thread 100 Tubes 50 Shades Each 2 in Number (Multicolour) -Set of 2 All purpose domestic sewing thread set which comes delivered in a cardboard box. You will receive 50 different shades. Each shades will be in 2 tubes of thread thereby making all total 100 thread tubes. This set includes almost all the popular colors you could want. Please note: color of thread may differ slightly to what is pictured.
Household,3,"Ashiyanadecors Artificial Bud Plant Yellow Natural Looking for Home & Garden D©cor Color:Yellow   Lifelike,indoor and outdoor use: it looks real enough and adds a touch of nature to your space, artificial potted plants are a perfect addition to your home or office decor,suitable for both indoor or outdoor use."
Electronics,2,Orpat OT-512GT Calculator (Black) This Orpat OT 512GT Calculator (Black) is a perfect choice for students.The check and correct function enables you to recall and edit the wrongly entered data.This calculator is dual powered with a high power solar panel and back up battery to ensure continuous and long lasting usage.
Electronics,2,"APC BX600C-IN 600VA, 230V Back UPS Battery backup and surge protector for electronics and computers. The Back-UPS battery backup offers guaranteed power and surge protection for wireless networks, computers, gaming consoles and other electronics in your home or business. Models supply battery backup during outages and unsafe voltage fluctuations, as well as provide protection from damaging surges and spikes. They're available in tower or floor styles and together with a variety of standard features, they are the perfect choice to protect your data and keep you connected"
Books,0,"Taparia MDT-81 Multi Purpose Digital Line Tester This durable line tester is very handy and easy to carry around and very safe to use . It has proper insulation and does not possess any harm to you. By pressing the upper button, one can know the DC voltage. To know the phase line, tester is placed on the PVC insulation of wire and a flash is displayed on the screen. To know the break point, tester is placed on the outside of the PVC insulation of wire, the breakpoint is known at the place where screen stops display of the flash."
Household,3,Anchor Stitch Kit-Whispering Woods A range of over 300 D-I-Y kits with easy to make embroidery designs on canvas. Anchor Stitch kits contain everything you need to help you make your own special embroidery creation. Happy crafting.
Clothing & Accessories,1,NammaBaby Kid's Cotton Pajama Pant with Rib - Pack of 6 NammaBaby presents this pajama for your little kid. crafted from soft fabric for a comfortable and warm feel. The all over print on the solid color base makes it look attractive. The elasticated hem adds an element of stylish look to the pajama. Soft elastic waist gives proper fit while being soft on your kid's skin.
Electronics,2,HP 680 Original Ink Advantage Cartridge (Black) Colour:Black   Make the most of every memory when you use Original HP Ink cartridges for your photos as every print is developed with quality in mind. Relive great experiences from fade-resistent prints that last a lifetime when using Original HP Ink. Capture more moments with greater page yield and cost efficiencies when you print with Original HP Ink XL cartridges. Keep cartridges out of landfill by using HP's free recycling service with Cartridges 4 Planet Ark collection bins in most Retail stores.
Books,0,"Fundamentals of Software Engineering About the Author Rajib Mall, PhD, is Professor, Department of Computer Science and Engineering, IIT Kharagpur."
Clothing & Accessories,1,NammaBaby Kid's Cotton Pajama Pant with Rib - Pack of 6 NammaBaby presents this pajama for your little kid. crafted from soft fabric for a comfortable and warm feel. The all over print on the solid color base makes it look attractive. The elasticated hem adds an element of stylish look to the pajama. Soft elastic waist gives proper fit while being soft on your kid's skin.
Clothing & Accessories,1,"GOODTRY Women's Cotton Hoodies-Grey Melange Look cool wearing this grey melange coloured Hooded sweat shirt from the house of Goodtry. Made from Premium cotton, this Sweatshirt will stay extremely soft against your skin. Featuring a smooth finish and attractive Contrast rib Available in Hood and Pockets. this hooded shirt can be clubbed with denims for a sporty look."
Household,3,"ANSIO Interior Dehumidifier, 500 ml - Pack of 3 Size:3 Pack   It is designed to remove dampness and humidity from the air in your home. It is of white colour. The hydrophilic crystals helps to retain moisture from air and helps combat condensation, damp rooms, allergens in the air, mould, mildew."
Clothing & Accessories,1,"Kuchipoo Unisex Kids Hoodies Sweater Jacket Zipper Dark Grey This product is made from fleece and finished in an attractive dark grey color. It features long sleeve, hooded, zip closure and is targeted towards both boys and girls. Furthermore, it is recommended to be kept away from extreme heat, fire and corrosive liquids to avoid any form of damage."
Clothing & Accessories,1,"Unisex Winter Knit Fingerless Gloves Arm Warmer with Thumb Hole Color: Black, white, dark grey, light grey, coffeeMaterial: Wool and acrylicSize: L*W: 16*6cm(6.30*2.36in), suitable for adult women & menPackage Includes: 1 (pair) x Thumb hole glovesNote:- Please refer to the measurement. Tiny measuring error is allowable in normal range.- There might be a little color difference due to the monitor, camera or other factors, please refer to the physical item.Package Including1 (pair) x Thumb hole gloves"
Electronics,2,"TP-Link TL-UH700 7-Port USB Hub (Black) Style name:UH700   UH700 can deliver up to 5V/1.5A output that charges 50 percent faster and saves up to 30 percent on charging time. Fully charging a Galaxy S6 edge takes just 100 minutes with the UH700 USB Hub, whereas it takes 150 minutes with a USB Hub supporting 5V/1A output."
Books,0,Reasoning & Aptitude for GATE & ESE (Prelims) 2019 - Theory and Previous Year Solved Questions 
Electronics,2,"MAA-KU DC Axial Case Cooling Fan. SIZE : 3.65"" inches (9.2x9.2x2.5cm), (92x92x25mm), SUPPLY VOLTAGE : 12VDC, Material : Plastic P.B.T, Color : Black."
Household,3,"Intex Inflatable Sofa Lounge Blow Up Pull Out Queen Size Air Mattress Couch Inflatable sofa lounge 2 person sofa flocking lounge - quality tested 20. 8 gauge vinyl waterproof flocked top, sides and bottom. 2 in 1 valve has extra-wide openings for fast inflating and deflating. Convenient cup holders for refreshments. Pactly for storage. Approx. Inflated size: 61"" x 46"" x 29"
Electronics,2,"LG Electronics 8X USB 2.0 Super Multi Ultra Slim Portable DVD Writer Drive +/-RW External Drive with M-DISC Support (Black) GP65NB60 LG GP65NB60 8X USB 2.0 Ultra Slim Portable DVDRW External Drive w/ M-DISC, Retail (Black) 14mm Height Ultra Slim Portable DVD Writer Drive USB 2.0 interface (up to 480Mbits/s, USB 3.0 Compatible) Max 8x DVDR Write Speed Max 24x CD Write Speed Slim Design with Cyberlink Software M-Disc"
Household,3,"M.G Enterprises 12 pc Combo Wool Ball. Hand Knitting Art Craft Soft Fingering Crochet Hook Yarn, Needle Knitting Thread Dyed M.G Wool is ideal for knitting sweaters, Art & Craft, etc. Items made from this yarn may be laundered through the use of water, detergent or soap and gentle hand manipulation; No bleach product may be used."
Books,0,"The Loney About the Author Andrew Michael Hurley lives in Lancashire, where he teaches English literature and creative writing. He has published two short-story collections. His first novel, The Loney,  won the 2015 Costa First Novel Award and will be published in sixteen territories."
Household,3,Anchor Fly with Me Stitch Kit A range of over 300 d-i-y kits with easy to make embroidery designs on canvas. Anchor stitch kits contain everything you need to help you make your own special embroidery creation. Happy crafting.
Household,3,"Asian Hobby Crafts Nylon Knot Macrame Beading Braided Thread Cord Rope, Thickness : 3 mm : 180 m : Length 30 Meter Each - Pack of 6 Pieces Color Name:Set D   New, soft ,bright and sleek, materials : nylon knot cord macrame, qty. : 6 pcs total length: 180 meters each cord 30 meters; thickness: 3mm; great for craft, corsages, ornament, bracelets, bags, mirror, plant hangings, swings , wall hangings and much more useful items can be created. Notice: due to the light and screen differences, the item's color may be slightly different from the pictures please understand."
Books,0,The Best of Tenali Raman 
Books,0,Mattel Junior Scrabble Crossword Game Style Name:Scrabble Junior   Mattel- Scrabble JuniorNow kids can enjoy all the fun and challenge of Scrabble at their own level. Younger children start the fun by linking letters on the board that includes pictures. Older children enjoy making words all by themselves. Now the classic word-building game is even better. Helps kids improve their vocabularies and spelling skills. For two to four players. Color and Design may vary from illustration.
